,phrases,label,emotion,book,person_1,person_2
5503,"Scouts reported that no enemies remained upon the roads east as far as the Cross-roads of the Fallen King. All now was ready for the last throw. Legolas and Gimli were to ride again together in the company of Aragorn and Gandalf, who went in the van with the Dúnedain and the sons of Elrond. But Merry to his shame was not to go with them. 'You are not fit for such a journey,' said Aragorn.",NEGATIVE,anger,The Return Of The King,Aragorn,Legolas
5504,"For horsemen went wide about westward and came up on the flank of the enemy and from behind, and they were destroyed or driven east into the hills. But the victory did little to enhearten the captains. 'It is but a feint,' said Aragorn; 'and its chief purpose, I deem, was rather to draw us on by a false guess of our Enemy's weakness than to do us much hurt, yet.' And from that evening onward the Nazgûl came and followed every move of the army. They still flew high and out of sight of all save Legolas, and yet their presence could be felt, as a deepening of shadow and a dimming of the sun; and though the Ringwraiths did not yet stoop low upon their foes and were silent, uttering no cry, the dread of them could not be shaken off. So time and the hopeless journey wore away.",NEGATIVE,sadness,The Return Of The King,Aragorn,Legolas
5505,"Before them towards Mordor lay like a moat a great mire of reeking mud and foul-smelling pools. When all was ordered, the Captains rode forth towards the Black Gate with a great guard of horsemen and the banner and heralds and trumpeters. There was Gandalf as chief herald, and Aragorn with the sons of Elrond, and Éomer of Rohan, and Imrahil; and Legolas and Gimli and Pipin were bidden to go also, so that all the enemies of Mordor should have a witness. They came within cry of the Morannon, and unfurled the banner, and blew upon their trumpets; and the heralds stood out and sent their voices up over the battlement of Mordor. 'Come forth!' they cried.",POSITIVE,anger,The Return Of The King,Aragorn,Legolas
5506,"All the road was lined with people to do them honour and praise them, from the Gate of the City to the walls of the Pelennor. Then all others that dwelt afar went back to their homes rejoicing; but in the City there was labour of many willing hands to rebuild and renew and to remove all the scars of war and the memory of the darkness. The hobbits still remained in Minas Tirith, with Legolas and Gimli; for Aragorn was loth for the fellowship to be dissolved. 'At last all such things must end,' he said, 'but I would have you wait a little while longer: for the end of the deeds that you have shared in has not yet come. A day draws near that I have looked for in all the years of my manhood, and when it comes I would have my friends beside me.' But of that day he would say no more.",POSITIVE,joy,The Return Of The King,Aragorn,Legolas
5507,"Then the kings of Gondor and Rohan went to the Hallows and they came to the tombs in Rath Dínen, and they bore away King Théoden upon a golden bier, and passed through the City in silence. Then they laid the bier upon a great wain with Riders of Rohan all about it and his banner borne before; and Merry being Théoden's esquire rode upon the wain and kept the arms of the king. For the other Companions steeds were furnished according to their stature; and Frodo and Sam rode at Aragorn's side, and Gandalf rode upon Shadowfax, and Pippin rode with the knights of Gondor; and Legolas and Gimli as ever rode together upon Arod. In that riding went also Queen Arwen, and Celeborn and Galadriel with their folk, and Elrond and his sons; and the princes of Dol Amroth and of Ithilien, and many captains and knights. Never had any king of the Mark such company upon the road as went with Théoden Thengel's son to the land of his home.",NEGATIVE,anger,The Return Of The King,Aragorn,Legolas
5508,"'Nay, not the one that was spoken of,' he added seeing the wonder in the men's faces. 'Not he, yet one of his kindred.'      'Yes, and one who journeyed with him,' said Pippin. 'And Boromir of your City was with us, and he saved me in the snows of the North, and at the last he was slain defending me from many foes.'      'Peace!' said Gandalf. 'The news of that grief should have been told first to the father.'      'It has been guessed already,' said Ingold; 'for there have been strange portents here of late. But pass on now quickly!",POSITIVE,joy,The Return Of The King,Gandalf,Boromir
5509,"'Little service can I offer to your lord, but what I can do, I would do, remembering Boromir the brave.'      'Fare you well!' said Ingold; and the men made way for Shadow fax, and he passed through a narrow gate in the wall. 'May you bring good counsel to Denethor in his need, and to us all, Mithrandir!' Ingold cried. 'But you come with tidings of grief and danger, as is your wont, they say.'      'Because I come seldom but when my help is needed,' answered Gandalf. 'And as for counsel, to you I would say that you are over-late in repairing the wall of the Pelennor. Courage will now be your best defence against the storm that is at hand – that and such hope as I bring.",POSITIVE,joy,The Return Of The King,Gandalf,Boromir
5510,"My Boromir! Now we have need of you. Faramir should have gone in his stead.'      'He would have gone,' said Gandalf. 'Be not unjust in your grief! Boromir claimed the errand and would not suffer any other to have it.",POSITIVE,anger,The Return Of The King,Gandalf,Boromir
5511,"Tell me your full tale, and see that you recall all that you can of Boromir, my son. Sit now and begin!' As he spoke he struck a small silver gong that stood near his footstool, and at once servants came forward. Pippin saw then that they had been standing in alcoves on either side of the door, unseen as he and Gandalf entered. 'Bring wine and food and seats for the guests,' said Denethor, 'and see that none trouble us for one hour.'      'It is all that I have to spare, for there is much else to heed,' he said to Gandalf. 'Much of more import, it may seem, and yet to me less pressing.",NEGATIVE,anger,The Return Of The King,Gandalf,Boromir
5512,"And some said that when the Riders came from Rohan each would bring behind him a halfling warrior, small maybe, but doughty. Though Pippin had regretfully to destroy this hopeful tale, he could not be rid of his new rank, only fitting, men thought, to one befriended by Boromir and honoured by the Lord Denethor; and they thanked him for coming among them, and hung on his words and stories of the outlands, and gave him as much food and ale as he could wish. Indeed his only trouble was to be 'wary' according to the counsel of Gandalf, and not to let his tongue wag freely after the manner of a hobbit among friends. At length Beregond rose. 'Farewell for this time!' he said.",POSITIVE,joy,The Return Of The King,Gandalf,Boromir
5513,"As now indeed I find. Would it were not so! Would that this thing had come to me!'      'Comfort yourself!' said Gandalf. 'In no case would Boromir have brought it to you. He is dead, and died well; may he sleep in peace!",POSITIVE,sadness,The Return Of The King,Gandalf,Boromir
5514,"And for me, I pity even his slaves.'      'And where will other men look for help, if Gondor falls?' answered Denethor. 'If I had this thing now in the deep vaults of this citadel, we should not then shake with dread under this gloom, fearing the worst, and our counsels would be undisturbed. If you do not trust me to endure the test, you do not know me yet.'      'Nonetheless I do not trust you,' said Gandalf. 'Had I done so, I could have sent this thing hither to your keeping and spared myself and others much anguish. And now hearing you speak I trust you less, no more than Boromir.",NEGATIVE,joy,The Return Of The King,Gandalf,Boromir
5515,"He was however spared the ordeal for the present. He was not commanded to sing. Denethor turned to Gandalf, asking questions about the Rohirrim and their policies, and the position of Éomer, the king's nephew. Pippin marvelled at the amount that the Lord seemed to know about a people that lived far away, though it must, he thought, be many years since Denethor himself had ridden abroad. Presently Denethor waved to Pippin and dismissed him again for a while.",NEGATIVE,anger,The Return Of The King,Éomer,Gandalf
5516,"But now he saw that they were in danger of being caught in the very midst of the great battle that would soon be joined. New forces of the enemy were hastening up the road from the River; and from under the walls came the legions of Morgul; and from the southward fields came footmen of Harad with horsemen before them, and behind them rose the huge backs of the _mûmakil_ with war-towers upon them. But northward the white crest of Éomer led the great front of the Rohirrim which he had again gathered and marshalled; and out of the City came all the strength of men that was in it, and the silver swan of Dol Amroth was borne in the van, driving the enemy from the Gate. For a moment the thought flitted through Merry's mind: 'Where is Gandalf? Is he not here?",NEGATIVE,anger,The Return Of The King,Éomer,Gandalf
5517,"So terrible was the cry that for a moment all stood still, and yet when it had passed, suddenly their hearts were lifted up in such a hope as they had not known since the darkness came out of the East; and it seemed to them that the light grew clear and the sun broke through the clouds. But Gandalf's face was grave and sad, and bidding Beregond and Pippin to take Faramir into the Houses of Healing, he went up on to the walls nearby; and there like a figure carven in white he stood in the new sun and looked out. And he beheld with the sight that was given to him all that had befallen; and when Éomer rode out from the forefront of his battle and stood beside those who lay upon the field, he sighed, and he cast his cloak about him again, and went from the walls. And Beregond and Pippin found him standing in thought before the door of the Houses when they came out. They looked at him, and for a while he was silent.",POSITIVE,anger,The Return Of The King,Éomer,Gandalf
5518,"Maybe a king has indeed returned to Gondor; or have you not heard the strange tidings that have come to the City?'      'I have been too busy with this and that to heed all the crying and shouting,' she answered. 'All I hope is that those murdering devils do not come to this House and trouble the sick.'      Then Gandalf went out in haste, and already the fire in the sky was burning out, and the smouldering hills were fading, while ash-grey evening crept over the fields. Now as the sun went down Aragorn and Éomer and Imrahil drew near the City with their captains and knights; and when they came before the Gate Aragorn said:      'Behold the Sun setting in a great fire! It is a sign of the end and fall of many things, and a change in the tides of the world. But this City and realm has rested in the charge of the Stewards for many long years, and I fear that if I enter it unbidden, then doubt and debate may arise, which should not be while this war is fought.",NEGATIVE,anger,The Return Of The King,Éomer,Gandalf
5519,"And where also is Mithrandir?'      And one of the guards answered: 'The Steward of Gondor is in the Houses of Healing.'      But Éomer said: 'Where is the Lady Éowyn, my sister; for surely she should be lying beside the king, and in no less honour? Where have they bestowed her?'      And Imrahil said: 'But the Lady Éowyn was yet living when they bore her hither. Did you not know?'      Then hope unlooked-for came so suddenly to Éomer's heart, and with it the bite of care and fear renewed, that he said no more, but turned and went swiftly from the hall; and the Prince followed him. And when they came forth evening had fallen and many stars were in the sky. And there came Gandalf on foot and with him one cloaked in grey; and they met before the doors of the Houses of Healing.",POSITIVE,joy,The Return Of The King,Éomer,Gandalf
5520,"'And yet it is good beyond all that I dared hope in the dark days, when it seemed that the House of Eorl was sunk in honour less than any shepherd's cot. And what of the king's esquire, the Halfling? Éomer, you shall make him a knight of the Riddermark, for he is valiant!'      'He lies nearby in this House, and I will go to him,' said Gandalf. 'Éomer shall stay here for a while. But do not speak yet of war or woe, until you are made whole again.",POSITIVE,joy,The Return Of The King,Éomer,Gandalf
5521,"For my part, like Merry, I wish that with our victory the war was now over. Yet whatever is still to do, I hope to have a part in it, for the honour of the folk of the Lonely Mountain.'      'And I for the folk of the Great Wood,' said Legolas, 'and for the love of the Lord of the White Tree.'      Then the companions fell silent, but a while they sat there in the high place, each busy with his own thoughts, while the Captains debated. When the Prince Imrahil had parted from Legolas and Gimli, at once he sent for Éomer; and he went down with him from the City, and they came to the tents of Aragorn that were set up on the field not far from the place where King Théoden had fallen. And there they took counsel together with Gandalf and Aragorn and the sons of Elrond. 'My lords,' said Gandalf, 'listen to the words of the Steward of Gondor before he died: _You may triumph on the fields of the Pelennor for a day, but against the Power that has now arisen there is no victory_.",NEGATIVE,anger,The Return Of The King,Éomer,Gandalf
5522,"Too seldom has he been challenged since he returned to his Tower. Though if I had foreseen how swift would be his onset in answer, maybe I should not have dared to show myself. Bare time was given me to come to your aid.'      'But how is this?' asked Éomer. 'All is vain, you say, if he has the Ring. Why should he think it not vain to assail us, if we have it?'      'He is not yet sure,' said Gandalf, 'and he has not built up his power by waiting until his enemies are secure, as we have done.",NEGATIVE,sadness,The Return Of The King,Éomer,Gandalf
5523,"Before them towards Mordor lay like a moat a great mire of reeking mud and foul-smelling pools. When all was ordered, the Captains rode forth towards the Black Gate with a great guard of horsemen and the banner and heralds and trumpeters. There was Gandalf as chief herald, and Aragorn with the sons of Elrond, and Éomer of Rohan, and Imrahil; and Legolas and Gimli and Pipin were bidden to go also, so that all the enemies of Mordor should have a witness. They came within cry of the Morannon, and unfurled the banner, and blew upon their trumpets; and the heralds stood out and sent their voices up over the battlement of Mordor. 'Come forth!' they cried.",POSITIVE,anger,The Return Of The King,Éomer,Gandalf
5524,"Mr. Bilbo gave it to you, and it goes with his silver coat; he would not wish anyone else to wear it now.'      Frodo gave way; and Gandalf, as if he were their esquire, knelt and girt the sword-belts about them, and then rising he set circlets of silver upon their heads. And when they were arrayed they went to the great feast; and they sat at the King's table with Gandalf, and King Éomer of Rohan, and the Prince Imrahil and all the chief captains; and there also were Gimli and Legolas. But when, after the Standing Silence, wine was brought there came in two esquires to serve the kings; or so they seemed to be: one was clad in the silver and sable of the Guards of Minas Tirith, and the other in white and green. But Sam wondered what such young boys were doing in an army of mighty men.",POSITIVE,anger,The Return Of The King,Éomer,Gandalf
5525,"A hush fell upon all as out from the host stepped the Dúnedain in silver and grey; and before them came walking slow the Lord Aragorn. He was clad in black mail girt with silver, and he wore a long mantle of pure white clasped at the throat with a great jewel of green that shone from afar; but his head was bare save for a star upon his forehead bound by a slender fillet of silver. With him were Éomer of Rohan, and the Prince Imrahil, and Gandalf robed all in white, and four small figures that many men marvelled to see. 'Nay, cousin! they are not boys,' said Ioreth to her kinswoman from Imloth Melui, who stood beside her.",POSITIVE,joy,The Return Of The King,Éomer,Gandalf
5526,"But the hosts of Mordor were seized with bewilderment, and a great wizardry it seemed to them that their own ships should be filled with their foes; and a black dread fell on them, knowing that the tides of fate had turned against them and their doom was at hand. East rode the knights of Dol Amroth driving the enemy before them: troll-men and Variags and orcs that hated the sunlight. South strode Éomer and men fled before his face, and they were caught between the hammer and the anvil. For now men leaped from the ships to the quays of the Harlond and swept north like a storm. There came Legolas, and Gimli wielding his axe, and Halbarad with the standard, and Elladan and Elrohir with stars on their brow, and the dour-handed Dúnedain, Rangers of the North, leading a great valour of the folk of Lebennin and Lamedon and the fiefs of the South.",POSITIVE,anger,The Return Of The King,Éomer,Elrohir
5527,"There came Legolas, and Gimli wielding his axe, and Halbarad with the standard, and Elladan and Elrohir with stars on their brow, and the dour-handed Dúnedain, Rangers of the North, leading a great valour of the folk of Lebennin and Lamedon and the fiefs of the South. But before all went Aragorn with the Flame of the West, Andúril like a new fire kindled, Narsil re-forged as deadly as of old: and upon his brow was the Star of Elendil. And so at length Éomer and Aragorn met in the midst of the battle, and they leaned on their swords and looked on one another and were glad. 'Thus we meet again, though all the hosts of Mordor lay between us,' said Aragorn. 'Did I not say so at the Hornburg?'      'So you spoke,' said Éomer, 'but hope oft deceives, and I knew not then that you were a man foresighted.",POSITIVE,anger,The Return Of The King,Éomer,Elrohir
5528,"Nonetheless I do not yet claim to command any man. Let others choose as they will.'      Then said Elrohir: 'From the North we came with this purpose, and from Elrond our father we brought this very counsel. We will not turn back.'      'As for myself,' said Éomer, 'I have little knowledge of these deep matters; but I need it not. This I know, and it is enough, that as my friend Aragorn succoured me and my people, so I will aid him when he calls. I will go.'      'As for me,' said Imrahil, 'the Lord Aragorn I hold to be my liege-lord, whether he claim it or no.",NEGATIVE,joy,The Return Of The King,Éomer,Elrohir
5529,"For a moment the thought flitted through Merry's mind: 'Where is Gandalf? Is he not here? Could he not have saved the king and Éowyn?' But thereupon Éomer rode up in haste, and with him came the knights of the household that still lived and had now mastered their horses. They looked in wonder at the carcase of the fell beast that lay there: and their steeds would not go near. But Éomer leaped from the saddle, and grief and dismay fell upon him as he came to the king's side and stood there in silence.",NEGATIVE,anger,The Return Of The King,Éowyn,Gandalf
5530,"And they greeted Gandalf and said: 'We seek the Steward, and men say that he is in this House. Has any hurt befallen him? And the Lady Éowyn, where is she?'      And Gandalf answered: 'She lies within and is not dead, but is near death. But the Lord Faramir was wounded by an evil dart, as you have heard, and he is now the Steward; for Denethor has departed, and his house is in ashes.' And they were filled with grief and wonder at the tale that he told. But Imrahil said: 'So victory is shorn of gladness, and it is bitter bought, if both Gondor and Rohan are in one day bereft of their lords.",NEGATIVE,sadness,The Return Of The King,Éowyn,Gandalf
5531,"Yet maybe he will wear his crown in some other name!'      And Aragorn hearing him, turned and said: 'Verily, for in the high tongue of old I am _Elessar_, the _Elfstone_, and _Envinyatar_, the Renewer': and he lifted from his breast the green stone that lay there. 'But Strider shall be the name of my house, if that be ever established. In the high tongue it will not sound so ill, and _Telcontar_ I will be and all the heirs of my body.'      And with that they passed into the House; and as they went towards the rooms where the sick were tended Gandalf told of the deeds of Éowyn and Merry. 'For,' he said, 'long have I stood by them and at first they spoke much in their dreaming, before they sank into the deadly darkness. Also it is given to me to see many things far off.'      Aragorn went first to Faramir, and then to the Lady Éowyn, and last to Merry.",NEGATIVE,anger,The Return Of The King,Éowyn,Gandalf
5532,"Or was it, maybe, a frost that had turned its sap to ice, and so it stood, bitter-sweet, still fair to see, but stricken, soon to fall and die? Her malady begins far back before this day, does it not, Éomer?'      'I marvel that you should ask me, lord,' he answered. 'For I hold you blameless in this matter, as in all else; yet I knew not that Éowyn, my sister, was touched by any frost, until she first looked on you. Care and dread she had, and shared with me, in the days of Wormtongue and the king's bewitchment; and she tended the king in growing fear. But that did not bring her to this pass!'      'My friend,' said Gandalf, 'you had horses, and deeds of arms, and the free fields; but she, born in the body of a maid, had a spirit and courage at least the match of yours.",POSITIVE,sadness,The Return Of The King,Éowyn,Gandalf
5533,"But I don't know why I am talking like this. Where is that leaf? And get my pipe out of my pack, if it isn't broken.'       Aragorn and Gandalf went now to the Warden of the Houses of Healing, and they counselled him that Faramir and Éowyn should remain there and still be tended with care for many days. 'The Lady Éowyn,' said Aragorn, 'will wish soon to rise and depart; but she should not be permitted to do so, if you can in any way restrain her, until at least ten days be passed.'      'As for Faramir,' said Gandalf, 'he must soon learn that his father is dead. But the full tale of the madness of Denethor should not be told to him, until he is quite healed and has duties to do.",NEGATIVE,sadness,The Return Of The King,Éowyn,Gandalf
5534,"We shan't win through by fighting.'      'But we may have some to do,' said Sam. 'And there's knives and stray arrows. That Gollum isn't dead, for one thing. I don't like to think of you with naught but a bit of leather between you and a stab in the dark.'      'Look here, Sam dear lad,' said Frodo: 'I am tired, weary, I haven't a hope left. But I have to go on trying to get to the Mountain, as long as I can move.",NEGATIVE,sadness,The Return Of The King,Gollum,Sam
5535,"I think we had better not move out from here again, until it has gone quite dark. So you shall tell me how you know, and all about what happened. If you can do it quietly.'      'I'll try,' said Sam, 'but when I think of that Stinker I get so hot I could shout.'      There the hobbits sat under the cover of the thorny bush, while the drear light of Mordor faded slowly into a deep and starless night; and Sam spoke into Frodo's ear all that he could find words for of Gollum's treacherous attack, the horror of Shelob, and his own adventures with the orcs. When he had finished, Frodo said nothing but took Sam's hand and pressed it. At length he stirred.",POSITIVE,love,The Return Of The King,Gollum,Sam
5536,"I reckon it isn't safe for us both to sleep together, and begging your pardon, but I can't hold up my lids much longer.'      'Bless you, Sam!' said Frodo. 'Lie down and take your proper turn! But I'd rather have Gollum than orcs. At any rate he won't give us away to them – not unless he's caught himself.'      'But he might do a bit of robbery and murder on his own,' growled Sam. 'Keep your eyes open, Mr.",POSITIVE,joy,The Return Of The King,Gollum,Sam
5537,"Give it to uss!'      With a violent heave Sam rose up. At once he drew his sword; but he could do nothing. Gollum and Frodo were locked together. Gollum was tearing at his master, trying to get at the chain and the Ring. This was probably the only thing that could have roused the dying embers of Frodo's heart and will: an attack, an attempt to wrest his treasure from him by force.",NEGATIVE,anger,The Return Of The King,Gollum,Sam
5538,"This was probably the only thing that could have roused the dying embers of Frodo's heart and will: an attack, an attempt to wrest his treasure from him by force. He fought back with a sudden fury that amazed Sam, and Gollum also. Even so things might have gone far otherwise, if Gollum himself had remained unchanged; but whatever dreadful paths, lonely and hungry and waterless, he had trodden, driven by a devouring desire and a terrible fear, they had left grievous marks on him. He was a lean, starved, haggard thing, all bones and tight-drawn sallow skin. A wild light flamed in his eyes, but his malice was no longer matched by his old griping strength.",POSITIVE,surprise,The Return Of The King,Gollum,Sam
5539,"'Begone, and trouble me no more! If you touch me ever again, you shall be cast yourself into the Fire of Doom.'      The crouching shape backed away, terror in its blinking eyes, and yet at the same time insatiable desire. Then the vision passed and Sam saw Frodo standing, hand on breast, his breath coming in great gasps, and Gollum at his feet, resting on his knees with his wide-splayed hands upon the ground. 'Look out!' cried Sam. 'He'll spring!' He stepped forward, brandishing his sword.",POSITIVE,joy,The Return Of The King,Gollum,Sam
5540,"'Now!' said Sam. 'At last I can deal with you!' He leaped forward with drawn blade ready for battle. But Gollum did not spring. He fell flat upon the ground and whimpered. 'Don't kill us,' he wept.",NEGATIVE,sadness,The Return Of The King,Gollum,Sam
5541,"It would be just to slay this treacherous, murderous creature, just and many times deserved; and also it seemed the only safe thing to do. But deep in his heart there was something that restrained him: he could not strike this thing lying in the dust, forlorn, ruinous, utterly wretched. He himself, though only for a little while, had borne the Ring, and now dimly he guessed the agony of Gollum's shrivelled mind and body, enslaved to that Ring, unable to find peace or relief ever in life again. But Sam had no words to express what he felt. 'Oh, curse you, you stinking thing!' he said.",NEGATIVE,anger,The Return Of The King,Gollum,Sam
5542,"Be off! I don't trust you, not as far as I could kick you; but be off. Or I _shall_ hurt you, yes, with nasty cruel steel.'      Gollum got up on all fours, and backed away for several paces, and then he turned, and as Sam aimed a kick at him he fled away down the path. Sam gave no more heed to him. He suddenly remembered his master.",POSITIVE,anger,The Return Of The King,Gollum,Sam
5543,"And all the while he hissed but spoke no words. The fires below awoke in anger, the red light blazed, and all the cavern was filled with a great glare and heat. Suddenly Sam saw Gollum's long hands draw upwards to his mouth; his white fangs gleamed, and then snapped as they bit. Frodo gave a cry, and there he was, fallen upon his knees at the chasm's edge. But Gollum, dancing like a mad thing, held aloft the ring, a finger still thrust within its circle.",POSITIVE,anger,The Return Of The King,Gollum,Sam
5544,"I would have spared him a whole hand of mine rather. But he's gone now beyond recall, gone for ever.'      'Yes,' said Frodo. 'But do you remember Gandalf's words: _Even Gollum may have something yet to do?_ But for him, Sam, I could not have destroyed the Ring. The Quest would have been in vain, even at the bitter end. So let us forgive him!",NEGATIVE,sadness,The Return Of The King,Gollum,Sam
5545,"Then Halbarad lifted a great horn, and the blast of it echoed in Helm's Deep; and with that they leapt away, riding down the Coomb like thunder, while all the men that were left on Dike or Burg stared in amaze. And while Théoden went by slow paths in the hills, the Grey Company passed swiftly over the plain, and on the next day in the afternoon they came to Edoras; and there they halted only briefly, ere they passed up the valley, and so came to Dunharrow as darkness fell. The Lady Éowyn greeted them and was glad of their coming; for no mightier men had she seen than the Dúnedain and the fair sons of Elrond; but on Aragorn most of all her eyes rested. And when they sat at supper with her, they talked together, and she heard of all that had passed since Théoden rode away, concerning which only hasty tidings had yet reached her; and when she heard of the battle in Helm's Deep and the great slaughter of their foes, and of the charge of Théoden and his knights, then her eyes shone. But at last she said: 'Lords, you are weary and shall now go to your beds with such ease as can be contrived in haste.",POSITIVE,anger,The Return Of The King,Éowyn,Elrond
5546,"'He should have been borne in honour into this city,' he said. 'He has well repaid my trust; for if Elrond had not yielded to me, neither of you would have set out; and then far more grievous would the evils of this day have been.' He sighed. 'And yet here is another charge on my hands, while all the time the battle hangs in the balance.'       So at last Faramir and Éowyn and Merry were laid in beds in the Houses of Healing; and there they were tended well. For though all lore was in these latter days fallen from its fullness of old, the leechcraft of Gondor was still wise, and skilled in the healing of wound and hurt, and all such sickness as east of the Sea mortal men were subject to. Save old age only.",POSITIVE,joy,The Return Of The King,Éowyn,Elrond
5547,"Or if you desire it, we will come to Rohan and bring him back to rest with his own people.'      And Éomer answered: 'Since the day when you rose before me out of the green grass of the downs I have loved you, and that love shall not fail. But now I must depart for a while to my own realm, where there is much to heal and set in order. But as for the Fallen, when all is made ready we will return for him; but here let him sleep a while.'      And Éowyn said to Faramir: 'Now I must go back to my own land and look on it once again, and help my brother in his labour; but when one whom I long loved as father is laid at last to rest, I will return.'       So the glad days passed; and on the eighth day of May the Riders of Rohan made ready, and rode off by the North-way, and with them went the sons of Elrond. All the road was lined with people to do them honour and praise them, from the Gate of the City to the walls of the Pelennor. Then all others that dwelt afar went back to their homes rejoicing; but in the City there was labour of many willing hands to rebuild and renew and to remove all the scars of war and the memory of the darkness.",POSITIVE,joy,The Return Of The King,Éowyn,Elrond
5548,"Aragorn and his knights, and the people of Lórien and of Rivendell, made ready to ride; but Faramir and Imrahil remained at Edoras; and Arwen Evenstar remained also, and she said farewell to her brethren. None saw her last meeting with Elrond her father, for they went up into the hills and there spoke long together, and bitter was their parting that should endure beyond the ends of the world. At the last before the guests set oat Éomer and Éowyn came to Merry, and they said: 'Farewell now, Merry of the Shire and Holdwine of the Mark! Ride to good fortune, and ride back soon to our welcome!'      And Éomer said: 'Kings of old would have laden you with gifts that a wain could not bear for your deeds upon the fields of Mundburg; and yet you will take naught, you say, but the arms that were given to you. This I suffer, for indeed I have no gift that is worthy; but my sister begs you to receive this small thing, as a memorial of Dernhelm and of the horns of the Mark at the coming of the morning.'      Then Éowyn gave to Merry an ancient horn, small but cunningly wrought all of fair silver with a baldric of green; and wrights had engraven upon it swift horsemen riding in a line that wound about it from the tip to the mouth; and there were set runes of great virtue.",POSITIVE,anger,The Return Of The King,Éowyn,Elrond
5549,"'What I saw in the Mirror: trees cut down and all, and my old gaffer turned out of the Row. I ought to have hurried back quicker.'      'And something's wrong with the Southfarthing evidently,' said Merry. 'There's a general shortage of pipe-weed.'      'Whatever it is,' said Pippin, 'Lotho will be at the bottom of it: you can be sure of that.'      'Deep in, but not at the bottom,' said Gandalf. 'You have forgotten Saruman. He began to take an interest in the Shire before Mordor did.'      'Well, we've got you with us,' said Merry, 'so things will soon be cleared up.'      'I am with you at present,' said Gandalf, 'but soon I shall not be.",NEGATIVE,joy,The Return Of The King,Lotho,Saruman
5550,"'Just one of its works. Saruman was doing its work all the time, even when he thought he was working for himself. And the same with those that Saruman tricked, like Lotho.'      Merry looked round in dismay and disgust. 'Let's get out!' he said. 'If I had known all the mischief he had caused, I should have stuffed my pouch down Saruman's throat.'      'No doubt, no doubt!",NEGATIVE,anger,The Return Of The King,Lotho,Saruman
5551,"'Oh no! Even when he sneaks out at night it is only to look at the stars. But did I hear someone ask where poor Lotho is hiding? You know, don't you, Worm? Will you tell them?'      Wormtongue cowered down and whimpered: 'No, no!'      'Then I will,' said Saruman.",NEGATIVE,fear,The Return Of The King,Lotho,Saruman
5552,"For the Lord of Minas Tirith will be eager to see any that bear the latest tidings of his son, be he man or-'      'Hobbit,' said Pippin. 'Little service can I offer to your lord, but what I can do, I would do, remembering Boromir the brave.'      'Fare you well!' said Ingold; and the men made way for Shadow fax, and he passed through a narrow gate in the wall. 'May you bring good counsel to Denethor in his need, and to us all, Mithrandir!' Ingold cried. 'But you come with tidings of grief and danger, as is your wont, they say.'      'Because I come seldom but when my help is needed,' answered Gandalf. 'And as for counsel, to you I would say that you are over-late in repairing the wall of the Pelennor.",NEGATIVE,joy,The Return Of The King,Denethor,Boromir
5553,"This is no time for hobbit pertness. Théoden is a kindly old man. Denethor is of another sort, proud and subtle, a man of far greater lineage and power, though he is not called a king. But he will speak most to you, and question you much, since you can tell him of his son Boromir. He loved him greatly: too much perhaps; and the more so because they were unlike.",POSITIVE,love,The Return Of The King,Denethor,Boromir
5554,"Solemnly they paced the long floor towards him, until they stood three paces from his footstool. Then Gandalf spoke. 'Hail, Lord and Steward of Minas Tirith, Denethor son of Ecthelion! I am come with counsel and tidings in this dark hour.'      Then the old man looked up. Pippin saw his carven face with its proud bones and skin like ivory, and the long curved nose between the dark deep eyes; and he was reminded not so much of Boromir as of Aragorn.",POSITIVE,joy,The Return Of The King,Denethor,Boromir
5555,"'One of the twain. The other is with Théoden of Rohan and may come hereafter. Halflings they are, as you see, yet this is not he of whom the omens spoke.'      'Yet a Halfling still,' said Denethor grimly, 'and little love do I bear the name, since those accursed words came to trouble our counsels and drew away my son on the wild errand to his death. My Boromir! Now we have need of you.",NEGATIVE,anger,The Return Of The King,Denethor,Boromir
5556,"I journeyed far with him and learned much of his mood. But you speak of his death. You have had news of that ere we came?'      'I have received this,' said Denethor, and laying down his rod he lifted from his lap the thing that he had been gazing at. In each hand he held up one half of a great horn cloven through the middle: a wild-ox horn bound with silver. 'That is the horn that Boromir always wore!' cried Pippin.",NEGATIVE,joy,The Return Of The King,Denethor,Boromir
5557,"Swear to me now!'      'Take the hilt,' said Gandalf, 'and speak after the Lord, if you are resolved on this.'      'I am,' said Pippin. The old man laid the sword along his lap, and Pippin put his hand to the hilt, and said slowly after Denethor:      'Here do I swear fealty and service to Gondor, and to the Lord and Steward of the realm, to speak and to be silent, to do and to let be, to come and to go, in need or plenty, in peace or war, in living or dying, from this hour henceforth, until my lord release me, or death take me, or the world end. So say I, Pipin son of Paladin of the Shire of the Halflings.'      And this do I hear, Denethor son of Ecthelion, Lord of Gondor, Steward of the High King, and I will not forget it, nor fail to reward that which is given: fealty with love, valour with honour, oath-breaking with vengeance.' Then Pippin received back his sword and put it in its sheath. 'And now,' said Denethor, 'my first command to you: speak and be not silent! Tell me your full tale, and see that you recall all that you can of Boromir, my son.",POSITIVE,anger,The Return Of The King,Denethor,Boromir
