phrases,book,person_1,person_2
"Down on a stony beach, Ciri could suddenly distinguish the skeleton of a giant monstrous  fish head partly buried in the gravel. The teeth that protruded from the white jaw were over  three feet in length and the jaw itself gave the sense that one could going riding through the  portal of the ribs without ever touching the head or spine. Ciri was not sure if this was her world or her time as there were fish like that there as  well. They walked along the edge of the cliff. Seagulls and albatrosses did not seem frightened  at all, they did not move out of the way, they even pecked and slashed their beaks at Kelpie   and Ihuarraquax.",The Lady of the Lake,Ciri,Kelpie
"Dearg Ruadhri. The Red Riders. Even before the screaming birds and the warning neigh, Ciri, Kelpie and the unicorn  turned to flee. But the air had already cracked on the other side of them and from the crack  spilled riders. The pursuers formed a semicircle around them and closed, pushing Ciri closed  to the abyss.",The Lady of the Lake,Ciri,Kelpie
"They tried  to throw them around Kelpie's neck. The first loop, the mare gracefully ducked her head  under, without slowing in the least. The second loop was severed by a swing from Ciri's  sword. The mare swept between the elves like a storm. But other pursuers were already on her heels, Ciri hear their cries and the clatter of  hooves.",The Lady of the Lake,Ciri,Kelpie
"I cannot let them get to me. 'Run, Kelpie!'  The black mare stretched her neck and flew like the wind. Ciri stuck to her neck to  provide the minimum of wind resistance. The shouts behind the, which only a moment before had been loud and dangerously close,  faded and were drowned out by the cries of frightened birds. Then complete silence.",The Lady of the Lake,Ciri,Kelpie
"Whatever you say!'  He stepped towards her, leaning on his cane. Kelpie snorted. Ciri pulled on the reins. 'She does not like strangers,' Ciri warned. 'And she bites.'  'Hey, hey.",The Lady of the Lake,Ciri,Kelpie
"It's not far. Will my lady accept the invitation? Will she enjoy Gramps refreshments?'  Ciri swallowed. 'Lead on,'  Gramps turned and walked along the barely visible path, measuring the way with long  strokes from his cane. Ciri followed him, bowing her head to keep the branches from pulling  her from the saddle and keeping a firm hand on the reins to stop Kelpie from biting the old  man or eating his straw hat.",The Lady of the Lake,Ciri,Kelpie
"But no fear, the old man still knows what to do. Hey, hey, and  then Gramps will eat you...'  He did not finish the sentence, he grunted and roared. Ciri felt his grip break, and broke away from him like a spring. Now she could see what  had happened. Kelpie had silently crept up from behind, grabbed Gramps in her teeth and literally lifted  him off the ground.",The Lady of the Lake,Ciri,Kelpie
"She pulled them up and turned, but Gramps had utilised the lost time well. With  several jumps he reached the stump and wrested the axe from it. He waved the axe, driving  Kelpie back, then with a roar, he lunged at Ciri, raising the axe to strike. 'Gramps is gonna bugger you wench!' he howled wildly. 'Even if he has to hack you to  pieces first.",The Lady of the Lake,Ciri,Kelpie
"In them she heard voices,  the sound of crying children. Kelpie jumped, pulling hard on the reins and hitting her hooves hard on the cobblestones. Ciri looked down and saw dead rats. They were everywhere, some of the rodents were dead,  other writhing in pain, with pale pink legs. Something is not right, she thought, suddenly feeling panic.",The Lady of the Lake,Ciri,Kelpie
A  few steps further on lay more people. The did not move when Kelpie's horseshoes tinkled on  the pavement right next to their heads. Ciri bent so that she could pass under clothes hanging  on a clothesline. They reeked of the staleness of dirt. At the door to one of the huts was a cross painted with lime or white paint.,The Lady of the Lake,Ciri,Kelpie
"She screamed aloud. Trembling with fear and disgust, she became to violently wave her  arms. She startled Kelpie, who took off at a gallop, Ciri nearly fell off. Clutching the side of  the mare with her thighs she combed her fingers through her hair, ruffling it. She tore at her  jacket and shirt.",The Lady of the Lake,Ciri,Kelpie
"She tore at her  jacket and shirt. Kelpie continued to gallop through the smoke that blew across the street. Ciri  screamed in horror. She was going through hell, the inferno, the most terrible of nightmares. Among the  houses marked with white crosses.",The Lady of the Lake,Ciri,Kelpie
"The black birds had returned and once  again settled on the broken masts, spars, bones, skulls and broken decks. The birds knew that  they did not need to worry about one lone rider. 'Easy, Kelpie,' Ciri said. 'This is the end of the road. This is the right place and the right  time.'    ***    She appeared before the walls from nowhere, as if the wind blew her from the plain of  ghostly wrecks.",The Lady of the Lake,Ciri,Kelpie
"People listened as if in a trance, captivated by the emphatic words of  the storyteller who told the story of the Geralt and the sorceress. The story of the Tower of  the Swallow. Of Ciri, the Geraltess with the scarred face. Of Kelpie, the magical black mare. Of the Lady of the Lake.",The Lady of the Lake,Ciri,Kelpie
"***    They did not realise when May came. They first noticed at night time, when they saw the  bright, distance fires of Belleteyn. When Ciri, with strange excitement jumped onto Kelpie's  back and galloped towards the fires, Geralt and Yennefer took advantage of the intimate  moment. After removing the necessary clothes, they made love on a sheepskin on the ground. They  made love urgently, in silence, without words.",The Lady of the Lake,Ciri,Kelpie
"Not very well, if you're interested. But, I know the  local prince consort or candidate for consort. You also know him, Ciri.'  Ciri kicked Kelpie in the sides, making her dance in the road. 'Don't make me suffer!'  'Dandelion.'  Dandelion? With the Duchess?",The Lady of the Lake,Ciri,Kelpie
"'So it's...'  'A execution,' he confirmed. 'The most popular post-war entertainment. What are the  reasons, Ciri?'  'For desertion, treason, cowardice before the enemy,' she recited fluently. 'And for  economic crimes.'  'Supplying the army with mouldy biscuits,' said the Geralt. 'During the war, an  enterprising merchant can easily get into trouble.'  'This does not look like the execution of a huckster,' Ciri pulled on Kelpie's reins,  submerging herself in the middle of the crowd, 'Look, the scaffolding is covered with cloth  and the executioner has a new, clean hood.",The Lady of the Lake,Ciri,Kelpie
"My Ermine has a good heart.'  'Stop with the Ermine, dammit. You just got pardoned for insults against Her Majesty,  you don't want a recurrence.'  The troubadour was silent. Ciri stopped Kelpie and waited for them. When they arrived,  she saw Dandelion wiping tears from his eyes. 'Look at him,' she said.",The Lady of the Lake,Ciri,Kelpie
"We  do not have to say goodbye like it is forever. It will only be six days. Goodbye.'  'Goodbye, Ciri.'  'In Rivia, in six days,' she insisted once again, turning Kelpie about. She kicked her into a gallop and was quickly out of sight. Geralt felt as if icy claws were  clawing at his stomach.",The Lady of the Lake,Ciri,Kelpie
"'We're here,' said Yennefer. 'Rivia. What a curious and entangled destiny.'  Ciri was excited and Kelpie kept dancing and shuffling on the edge of the road. Triss  Merigold sighed unnoticed. Rather, she believed it had been unnoticed.",The Lady of the Lake,Ciri,Kelpie
"Or is it that you think because I agreed to your request that I  want to have you with us? That I was interested in seeing you spend a meeting with an old  love? Ciri, I asked you to go on ahead. The two of us need to talk!'  'It is not a discussion, it is a lecture,' Ciri dared to argue, but under the threatening glare  from violet eyes, she immediately recoiled, clucked and galloped off on Kelpie on the road  ahead. 'You're not going to meet a loved one, Triss,' Yennefer continued.",The Lady of the Lake,Ciri,Kelpie
"Frightened people had compacted into a crowd and she and Triss had to slow their  mounts to try and get through. Kelpie just jumped, the hooves of the horse knocking off a few  hats and caps. 'Ciri! Stop!'  Before they knew it, they were among the streets crowded with people running and  screaming. Yennefer, as she rode, saw bodies lying in gutters and noticed bodies hanging by  their legs from posts and beams.",The Lady of the Lake,Ciri,Kelpie
"Where the  fires burned and murder was raging. In the next street there was fighting, dwarves and elves were fiercely defending  themselves from behind a hastily erected barricade, defending a helpless position, falling and  perishing under the pressure of the screaming mob that pounced on them. Ciri screamed and  clung to the neck of her mare. Kelpie rose into the air and jumped over the barricade, not like  a horse, but lie a huge black bird. Yennefer rain into the crowd, but pulled her horse up short, knocking over several people.",The Lady of the Lake,Ciri,Kelpie
"A boat sailing on the water. The unicorn once more shook its horn and began to disappear in the white fog. 'Kelpie,' Ciri said. 'Go with him.'  Kelpie snorted. She shook her head.",The Lady of the Lake,Ciri,Kelpie
"A battle scene. 'Geralt and Cahir defending the bridge on the Yaruga.'  Then faster and faster. 'Yennefer and Ciri, their first meeting in the temple of Melitele. Dandelion and the dryad  Eithne, in the woods of Brokilon. The company of Geralt during a blizzard on the mountain  pass of Malheur...'  'Well done,' Nimue praised.",The Lady of the Lake,Ciri,Nimue
"I devoted my life to it.'  The adept was silent and listened intently. 'Do not pretend like you did not know,' Nimue said sharply. 'Everyone knows that the  Lady of the Lake is possessed by an almost unhealthy obsession with the legend of Ciri. Everyone gossips about how it started out as a harmless hobby that gradually turned into  something like a drug addiction, or even mania. There are a lot of truth in these rumours, my  dear Condwiramurs, a lot of truth!",The Lady of the Lake,Ciri,Nimue
"An anchor, as you say.'  'I'll do it. Lady Nimue?'  'I'm listening.'  'The two portraits. These hanging side by side...Are these not Ciri?'  'There are no portraits of Ciri,' Nimue patiently repeated. 'Later artists portrayed her only  in scenes, each according to his own imagination. As for the portraits, the one on the left is a  variation on the chosen topic, it is the elf Lara Dorren aep Shiadhal, a person who the painter  could not have known.",The Lady of the Lake,Ciri,Nimue
"'...I dream images. Not scenes, no  scenes, but pictures. Ciri and a tower... A still picture.'   'And nothing more? Nothing except the visual experience?'  Nimue, of course, knew that as a capable dreamer, like Condwiramurs used all her senses,  she doesn't just receive the dream through her eyes like most people, but also through  hearing, touch, smell – and even taste.",The Lady of the Lake,Ciri,Nimue
"None of the proposed locations are convincing. We do not know and will  probably never learn what the castle looked like and where it stood.'  'But the truth...'   'The historical truth is of no importance,' Nimue sharply interrupted. 'Remember that we  do not know what Ciri really looked like. But here, in this picture drawn by Wilma Wessely,  in a violent conversation with Avallac'h set against the background of macabre statues of  children, is Ciri. There is no doubt.'  'But,' Condwiramurs did not give up, 'your tapestry...'  'Shows the castle where the legend ended.'  There was a long silence.",The Lady of the Lake,Ciri,Nimue
"'Perhaps for this part of the legend,' mused the adept, 'the historians had no objection and  just recognised it as a fictional story or a metaphor. But the artists and painters, took a liking  to this episode. Look, here is a picture with Ciri with a unicorn. Here is Ciri with a unicorn on  a cliff above the sea, here on a narcotic induced landscape, and here under two moons.'  Nimue was silent. 'In short,' Condwiramurs threw the prints onto the table, 'Ciri and the unicorn from all  sides.",The Lady of the Lake,Ciri,Nimue
"'In short,' Condwiramurs threw the prints onto the table, 'Ciri and the unicorn from all  sides. Ciri and the unicorn in the labyrinth of worlds, Ciri and the unicorn in the abyss of  time...'  'Ciri and the unicorn,' interrupted Nimue, looking out the window at the lake, to the boat  with the Fisher King. Ciri and the unicorn appearing out of nothingness like ghosts and  hanging over a lake, a lake that unites time and places like a bridge, all the time different and  yet always the same?'  'How?'  'Phantoms,' Nimue said not looking at her. 'Visitors from other dimensions, other levels,  other places, other times. Visions that transform one's life.",The Lady of the Lake,Ciri,Nimue
"in  a dream.'  The Fisher King, judging from the intensity of his voice and curses, failed to untangle the  rope, and it broke. Nimue was silent, looking at the pictures. Ciri and the Unicorn. 'It is true,' she said at last, 'I have seen this in my dreams. I have seen it in my dreams  many times.",The Lady of the Lake,Ciri,Nimue
"It was swollen, yes, and it hurt, but there didn't sem to be any  broken bones. When evening came, a single moon appeared in the sky. However Ciri did not want to  accept this world as her own. Or stay in in any longer than necessary. ***    'Tonight,' Nimue whispered, 'will be a good night.",The Lady of the Lake,Ciri,Nimue
"'Over there!' Nimue shouted loudly. 'This is the path that you must follow! Ciri, Pavetta's  daughter! Enter the portal, follow the path that leads to your meeting with fate! That closes  the wheel of time!",The Lady of the Lake,Ciri,Nimue
"The girl in the saddle, turned her  head, looking alternatively at them and the image produced by the tapestry and mirror. She  tossed her hair from her face, on which Condwiramurs saw the scar. 'Believe me, Ciri,' cried Nimue. 'You know me! We've seen each other once already!'  'I remember,' they heard her answer.",The Lady of the Lake,Ciri,Nimue
"Toothbrushes, for example. My private rooms, my library, my  bathroom. And the Fisher King. Please do not try and use the Fisher King.'   Condwiramurs nearly choked on her milk. Nimue's face expressed nothing whatsoever.",The Lady of the Lake,Fisher,Nimue
"The Fisher King, alarmed by the splashing and yelling, looked back from his boat, he  shaded his eyes with his hand, then immediately turned around and devoted himself to his  fishing tackle. Condwiramurs considered this behaviour offensive and reprehensible. Her  opinion of the Fisher King had greatly increased when she noticed the time that he did not  spend fishing he spent reading. He walked with a book, even to the bathroom, and it was  nothing less than Speculum Aureum, a work both profound and intellectually challenging. So  if it was true that in her early days on Inis Vitre, Condwiramurs was somewhat astonished by  the inclinations of Nimue, they had now stopped.",The Lady of the Lake,Fisher,Nimue
"I know all of Reverend Jarre's, various scientific treatises on the popular editions that I  will not even mention. All of these readings have left a trace, had an effect, I am not able to  eliminate this from my dreams. Is there a chance to break through the fiction to dream the  truth?'  'There is.'  'How high?'  'The same as,' Nimue nodded towards the boat on the lake, 'which the Fisher King has. You see how he tirelessly checks his hooks. They anchor weeds, roots, submerged stumps,  trunks, old shoes and the drowned devil knows what else.",The Lady of the Lake,Fisher,Nimue
"When it seemed the something  was about to catch her, the Fisher King pulled powerfully on the oars, the rope tighten and  she was pulled away from the jaws of the unseen predator. She felt like she couldn't breathe,  then she awoke. In her undoubtedly erotic dreams she was kneeling on the rickety boat, clinging to the rail  and the Fisher King held her around the neck from behind as he fucked her enthusiastically,  grunting, spitting and growling the whole time. Apart from the physical pleasure,  Condwiramurs felt an apprehension that chilled her bowels: what if Nimue caught them? Suddenly in the water of the lake she saw the wobbling, threatening face of the little  sorceress...",The Lady of the Lake,Fisher,Nimue
"A glow. And then darkness. ***    The curses of the Fisher King, while he pulled and twisted on a rope on his boat trying to  free it from the tangled web at the bottom of the lake, broke the silence of the afternoon. The  oars, which were loose, rattled softly. Nimue coughed impatiently and Condwiramurs turned,  leaving the window and leaned back over the prints.",The Lady of the Lake,Fisher,Nimue
"Here is Ciri with a unicorn on  a cliff above the sea, here on a narcotic induced landscape, and here under two moons.'  Nimue was silent. 'In short,' Condwiramurs threw the prints onto the table, 'Ciri and the unicorn from all  sides. Ciri and the unicorn in the labyrinth of worlds, Ciri and the unicorn in the abyss of  time...'  'Ciri and the unicorn,' interrupted Nimue, looking out the window at the lake, to the boat  with the Fisher King. Ciri and the unicorn appearing out of nothingness like ghosts and  hanging over a lake, a lake that unites time and places like a bridge, all the time different and  yet always the same?'  'How?'  'Phantoms,' Nimue said not looking at her. 'Visitors from other dimensions, other levels,  other places, other times.",The Lady of the Lake,Fisher,Nimue
"And you all of a sudden begin to divine. You were talking, like you saw it... in  a dream.'  The Fisher King, judging from the intensity of his voice and curses, failed to untangle the  rope, and it broke. Nimue was silent, looking at the pictures. Ciri and the Unicorn.",The Lady of the Lake,Fisher,Nimue
"'How long?' said Condwiramurs. 'How long do we have left, do you think? '  'A lot.'  'How much, Nimue?'  'About three thousand years.'  Somewhere on the lake, the Fisher King struck himself with the oar and cursed loudly. Nimue shook her head. Condwiramurs sighed.",The Lady of the Lake,Fisher,Nimue
"Two women? ***    Condwiramurs could not stand it, she shouted with excitement and then immediately  covered her mouth with her hand. The Fisher King dropped his nets with a splash and the  swore terribly then with his mouth open he froze. Nimue did not move. On the surface of the lake, on a ray of moonlight Appeared a black horse with a rider on  her back.",The Lady of the Lake,Fisher,Nimue
"Then everything disappeared. The lake was calm, the bar of moonlight settled. It was so  quiet, they thought they could hear the loud breathing of the Fisher King. Nimue refrained from tears and tightly embraced Condwiramurs. She like a little  trembling fairy.",The Lady of the Lake,Fisher,Nimue
"That Yennefer was also there with her.'  Nimue looked at the watercolour depicting a black mountain, steep and sharp as a knife,  against dark blue clouds. At the top of the hill could be seen a slender silhouette of a woman  with outstretched arms and red hair. Through the fog that covered the surface of the water came the rhythmic clatter of the  Fisher King's oars. 'If anyone was there with Triss,' said the Lady of the Lake, 'they did not survive the vision  of the artist.'    ***    'It seems that you did it,' said Yennefer. 'Watch out, Triss!'  From the black clouds over the city of Rivia fell a barrage of icy hailstones the size of  hens eggs.",The Lady of the Lake,Fisher,Nimue
"None of the proposed locations are convincing. We do not know and will  probably never learn what the castle looked like and where it stood.'  'But the truth...'   'The historical truth is of no importance,' Nimue sharply interrupted. 'Remember that we  do not know what Ciri really looked like. But here, in this picture drawn by Wilma Wessely,  in a violent conversation with Avallac'h set against the background of macabre statues of  children, is Ciri. There is no doubt.'  'But,' Condwiramurs did not give up, 'your tapestry...'  'Shows the castle where the legend ended.'  There was a long silence.",The Lady of the Lake,Ciri,Avallac'h
"'A Knowing one. Elven wizards.'   'You could call it that. For convenience, I use an alias, Avallac'h, so you can call me  that.'  'And who told you,' Ciri frowned, 'that I have any intention of talking to you? A  Knowing one or not, you are my jailor, and I am...'  'A prisoner,' he finished sarcastically. 'You already said that.",The Lady of the Lake,Ciri,Avallac'h
"Ha! You do not know what my mare can handle. Where are we  going?'  'Id you'll excuse me, I'll also tell you that along the way.'    ***    Ciri slowed Kelpie from her mad gallop. Avallac'h had not lied. There, in the open, in the grasslands and heaths from which  protruded menhirs, worked the same force that surround Tor Zireael.",The Lady of the Lake,Ciri,Avallac'h
"There, in the open, in the grasslands and heaths from which  protruded menhirs, worked the same force that surround Tor Zireael. No matter which  direction she rode or how fast, and invisible magic force pulled her back in a circle. Kelpie snorted and Ciri patted her neck, looking calm at the bunch of elves. A moment  ago, when Avallac'h finally told her what they wanted from her, she took off at a full gallop,  to get away from them, leaving them as far behind as possible. To escape them and their  arrogant and unusual request.",The Lady of the Lake,Ciri,Avallac'h
"Avallac'h horse whinnied and nervously stamped the ground. The elf mastered it, and  shouted something back in elvish. Ciri saw one of the riders pull a bow from his saddle. She  stood up in the stirrups and shadowed her eyes with her hands. 'Stay calm.' Avallac'h said sharply.",The Lady of the Lake,Ciri,Avallac'h
"He stopped and whinnied  loudly, rearing. He stood on his hind legs with his front legs pawing at the air in a way no  horse would be able to do. Ciri noticed with astonishment that Avallac'h and his elves had started to softly chant  some strange, monotonous melody. Who are you? She shook her head.",The Lady of the Lake,Ciri,Avallac'h
"The earth  shook as the animals ran off. The elves' song stopped. Ciri saw Avallac'h wiping sweat from his forehead. The elf  looked at her out of the corner of his eye, to see if he saw it. 'Not everything here is as nice as it seems on first sight.' He said dryly.",The Lady of the Lake,Ciri,Avallac'h
"Avallac'h shouted a few words. They were in the Elvish dialect, ellyon, that she found  incomprehensible, but the command seem to be for them to grab their bows. Avallac'h turned   towards Ciri, and she felt her mind begin to hum. It was a sound quite similar to that of when  you put your ear to a sea conch. But much stronger.",The Lady of the Lake,Ciri,Avallac'h
'Eredin.'  'You owe me for the help. To be paid off when requested.'  'I will pay when you ask.'  The black-haired elf jumped to the ground. Avallac'h also dismounted and motioned for  Ciri and the others to do the same. They climbed the hill between the upright stones  surrounded by bushes and blooming myrtle. Ciri eyed her companions.,The Lady of the Lake,Ciri,Avallac'h
"Light and Dark. 'Zireael, let me introduce to you this man – Eredin Breacc Glas.'  'Nice to meet you.' The elf bowed. Ciri replied with a clumsy bow. 'How did you know,' asked Avallac'h, 'that something threatened us?'  'I didn't know,' the elf looked at Ciri intently. 'I patrol the plains, because news has  spread that the unicorns have grown restless and aggressive.",The Lady of the Lake,Ciri,Avallac'h
"Now I know  the reason. It's because of her.'  Avallac'h did not confirm or deny. Ciri's haughty eyes meet the black-haired elf's. For a  moment, they both looked at each other, and no one wanted to be the first to look away. 'She has to be of the Elder Blood?",The Lady of the Lake,Ciri,Avallac'h
"Am I right, Avallac'h? Who else, if not you, should know?'  Again Avallac'h remained silent. But Ciri noticed a shadow of a blush on his pale face. She was very surprised and that gave her pause. 'Generally speaking,' sneered the dark-haired elf, 'I can see something in the little  Dh'oine.",The Lady of the Lake,Ciri,Avallac'h
"'Generally speaking,' sneered the dark-haired elf, 'I can see something in the little  Dh'oine. I can see it and appreciate it. Like I've found a nugget of gold on a pile of manure.'  Ciri's eyes flashed angrily. Avallac'h slowly raised his head. 'You talk,' he said slowly, 'just like a human, Eredin.'   Eredin Breacc Glas smiled showing his teeth.",The Lady of the Lake,Ciri,Avallac'h
"'An apology for careless words. Va Faill, luned.'  He quickly left and soon the ground shook as the majority of his band left. 'Don't tell me,' Ciri snarled,' that I would have to have... to have, with him... If it is,  then never ever...'  'No,' Avallac'h said unhurried.",The Lady of the Lake,Ciri,Avallac'h
"If it is,  then never ever...'  'No,' Avallac'h said unhurried. 'It will not be him. Calm down.'  Ciri moved the myrtle closer to her face, so that Avallac'h would not noticed the  excitement and fascination that enveloped her.'  'I am calm.'    ***    The dry heather was replaced with lush grass, green ferns and yellow buttercups. Soon  they saw a lazily flowing river lined with poplars. The water in the river, although clean, had  a brownish colour.",The Lady of the Lake,Ciri,Avallac'h
"It smelled of peat. Avallac'h played on his flute a variety of lively tunes. Ciri rode frowning and thinking  hard. 'Who,' she asked, 'is to be the father of the child, for whom you care so much? Or maybe  it does not matter?'  'It is important.",The Lady of the Lake,Ciri,Avallac'h
"Just explain some things.'  'I'm at your service. What do you want to know?'  'You know what.'  For a time they rode in silence. Ciri saw some swans floating down the river. 'The father.' Avallac'h said calmly and factually, 'will be Auberon Muircetach. Auberon  Muircetach is our...",The Lady of the Lake,Ciri,Avallac'h
"But when  the wind blew, the mist disappeared and moved the willow branches and wrinkled the river,  but the palaces remained. Just more beautiful. Ciri looked raptly at the wispy hanging terraces and balconies, the bridges over the river  which were hung with festoons of ivy, the stairs, balustrades, the arcades and cloisters, the  columns, the domes, and the slender asparagus-like towers. 'Tir Na Lia,' Avallac'h said quietly. The closer they move, the more fascinating the charm of the place became.",The Lady of the Lake,Ciri,Avallac'h
"Before the porch of one of the palaces, they were met by Eredin Breacc Glas. On his  instruction small grey-clad elves ran quickly and quietly to handle their horses. Ciri watched  him in some surprise. Avallac'h, Eredin and all the elves that she had met so far were  extremely tall, so that to look them in the eye she had to bend back her head. These grey  elves were smaller than her.",The Lady of the Lake,Ciri,Avallac'h
"'The only thing that concerns me,' he said, 'our Swallow's eyes – twinkling like a hawk,  have not stopped glancing left and right, like a ferret looking for a hole in her cage. From  what I can see, Swallow is far from an unconditional surrender.'  Avallac'h did not say anything. Ciri, of course, said nothing as well. 'I'm not surprised,' Eredin continued. 'She could not be otherwise, since she is the blood  of Lara Dorren aep Shiadhal.",The Lady of the Lake,Ciri,Avallac'h
"'Now go away and leave  me alone.'    ***    She found Avallac'h on a terrace by the river, just about to board a boat in the company  of a beautiful elf with hair the colour of straw. The elf's lips were painted a pistachio colour  and her eyelids and temples were painted with gold. Ciri was about to turn around and leave when a gesture from Avallac'h restrained her. With another gesture he invited her onto the boat. She hesitated.",The Lady of the Lake,Ciri,Avallac'h
"Avallac'h said a few quiet words to the elf and kissed her hand. The elf  shrugged and walked away. Only once did she glance at Ciri and her eyes show exactly what  she thought of her. 'If you can, refrain from comment,' said Avallac'h as she sat on a bench in the bow. He  sat down across from her, pulled out his flute and began to play, ignoring the boat  completely..",The Lady of the Lake,Ciri,Avallac'h
"Indeed, only an elf  could sit in something like this and play carefree on a flute, instead of rowing and steering. Avallac'h stopped playing. 'What is it that troubles you?'  He listened to Ciri's story with a vague smile. 'You're disappointed,' he did not ask. 'Disappointed and disillusioned and above all  outraged.'  'Not at all!",The Lady of the Lake,Ciri,Avallac'h
"They will simply die from the cold. Those who survive will fall into barbarism,  killing each other in ruthless battles for food, they will become prey to predators mad with  hunger. Remember the text from the prophecy – The time of contempt, the Axe and the  Wolf's Blizzard.'  Ciri did not interrupt him, afraid that he would start playing the flute again. 'The child, on which so much depends,' said Avallac'h as he played with his flute, 'will  be a descendant of Lara Dorren and a carrier of the gene, a gene that was specially built by  us, it may save the inhabitants of your world. We have reason to think that the descenadant pf  Lara and your child, of course, will have abilities a thousand times more powerful than those  we have, the Knowing ones.",The Lady of the Lake,Ciri,Avallac'h
"We have reason to think that the descenadant pf  Lara and your child, of course, will have abilities a thousand times more powerful than those  we have, the Knowing ones. The same as you yourself possess. Do you know what I mean?'  Ciri had learned that in the Elder Speech such rhetorical figures, although seemingly  questions, do not require an answer, but simply prohibit a response. 'In short,' continued Avallac'h, 'we will have the opportunity to travel between the  worlds, and not for only a single person. We want to open Ard Gaeth – The Great Gate,  which all will pass through.",The Lady of the Lake,Ciri,Avallac'h
"In various,  mainly playful poses. Especially the one with which the elf was interested in – a little boy  with his mouth contorted in anger, with clenched fists, standing on one leg. Ciri stared at it for a long time, she felt a dull pain in her stomach. Only when Avallac'h  urged her, she told him everything. Fragmented and with frequent omissions.",The Lady of the Lake,Ciri,Avallac'h
"Your ancestors stole my love from me, smug and ruthlessly took her away. But you,  are worthy to be his daughter, I will not let you take my memories of her away.'  He turned away. Ciri overcame the resistance from her squashed larynx. 'Avallac'h.'  He looked at her. 'Forgive me.",The Lady of the Lake,Ciri,Avallac'h
"Much more reliable than  the pheromones that Avallac'h's maids blend into your perfume.'  He quickly ran his hand over the veined marble table. When he removed his hand there  was a bottle of grey-green jade. 'No,' Ciri gasped. 'I will not. Absolutely not.'  'You did not let me finish.'  'Do not take me for a fool.",The Lady of the Lake,Ciri,Avallac'h
"I'll tell you again – prey,  prey fervently to your human god, idols or totems. Because if it is not me, then it will be  Avallac'h and his laboratory. You cannot even imagine what it would mean for you to go  there and submit to the alternative.'  'I don't care,' Ciri said in a muffled voice, curling up on the bed. 'I agreed to everything,  just to regain my freedom. To be able to finally rid myself of you.",The Lady of the Lake,Ciri,Avallac'h
"Upon awakening he remembered only two. In the first dream he saw the Geralt Geralt or Rivia who occasionally visited mother  Nenneke. The Geralt sat motionless under icicles hanging from an overhanging rock and  was snowed in from a blizzard. In the second dream, Ciri was hunched over a horse's neck,  galloping towards a low wall of alders. Oh yes, and just before dawn he dreamed of Triss Merigold.",The Lady of the Lake,Geralt,Triss
"Even though this was a round table, it was known who was the boss. ***    So it was here, thought Triss Merigold, looking around the room, looking at the tapestries,  painting and numerous hunting trophies. Here in this room, after the devastation of the throne  room, a memorable conversation took place between Calanthe, the Geralt, Pavetta and an  enchanted hedgehog. Here the Queen agreed to a strange marriage. After all, the princess  was already pregnant and Ciri was born less than eight months later...",The Lady of the Lake,Geralt,Triss
"'We sent for physician,' said a dwarf standing next to Dandelion, in a husky voice,. 'but  he has not appeared...'  'it is too late for a doctor,' Triss said, surprising herself that her voice sounded so calm. 'He is dying.'  Geralt continued to stir, coughing blood, then becoming very tense and froze. Dandelion,  still holding Triss, sighed in despair, the dwarf cursed. Yennefer moaned, her face changing  suddenly, contracted and ugly.",The Lady of the Lake,Geralt,Triss
"But now you're pathetic Yennefer. You and your magic, which is useless.'  Yennefer did not reply. She could barely hold Geralt's head in both of her hands, while  repeating a spell. In her hands, the Geralt's cheeks and forehead crackled with blue sparks. Triss know how much energy was required for that spell.",The Lady of the Lake,Geralt,Triss
"The spell only exhausted Yennefer. Triss was  surprised that the black-haired sorceress was able to withstand for so long. Then she ceased to be surprised because Yennefer stopped in the middle of the magic  formula and fell on the pavement next to the Geralt. One of the dwarves swore again, the other bowed his head in silence. triss Merigold still  being propped up sniffed loudly.",The Lady of the Lake,Geralt,Triss
"Triss gasped loudly when she saw the girl's eyes filled with white heat and her head  enveloped in a halo. Ciri did not hear her, did not hear anyone. With one hand she touched  the unicorn's horn, with the other she touched the Geralt. From her fingers drifted a ribbon  of flickering light. No one could say how long it lasted.",The Lady of the Lake,Geralt,Triss
"That he caught a glimpse of Milva's braid. He would have sworn that when he took  the sorceress to the boat, he saw Angouleme's little had holding it steady. The dwarves picked up the Geralt, Triss helped them, holding his head. Yarpen Zigrin  blinked for a second, because he saw the two Dahlberg brothers. Zoltan Chivay would have  sworn that Caleb Stratton help him lift the Geralt into the boat.",The Lady of the Lake,Geralt,Triss
"'Apologise to the ladies at Montecalvo, Triss,' she said. 'But it can be no other way. I  cannot stay if Geralt and Yennefer leave. I simple cannot. They must understand.'  'They must.'  'Goodbye, Triss Merigold.",The Lady of the Lake,Geralt,Triss
"***    The leader of the horsemen was a black-haired elf sitting on a dark brown stallion, who  looked like a dragon – he was huge and had trappings embroidered with golden scales and  wearing a horned bukranion. All the other elves had black hair and red jackets under their  armour which was made of incredibly small steel rings that clung to the body like wool  knitwear. 'Avallac'h,' he saluted. 'Eredin.'  'You owe me for the help. To be paid off when requested.'  'I will pay when you ask.'  The black-haired elf jumped to the ground.",The Lady of the Lake,Avallac'h,Eredin
